Ticker,Window,Model,Samples,Accuracy,Accuracy_Std,Precision,Recall,Specificity,F-Score,AUC
MSFT,5,CatBoost,1230,0.5552845528455285,0.11833667776300687,0.6869724124853036,0.5244570697659888,0.6496817612503103,0.5536769005441038,0.6498186679002951
MSFT,10,Random Forest,1230,0.5203252032520325,0.10856018135154791,0.6430912508618885,0.5091138910006834,0.5427399152637598,0.51005496146687,0.5838274847791289
MSFT,10,XGBoost,1230,0.5048780487804878,0.12535625747546209,0.6218558077176408,0.449311831425039,0.5797110148780423,0.47070919615725454,0.539192704162048
MSFT,10,Gradient Boosting,1230,0.4991869918699187,0.12128272059322937,0.626376346486577,0.4430162569785211,0.5723602752605871,0.46584997678375906,0.5120097342739154
MSFT,10,LightGBM,1230,0.483739837398374,0.12826475527323833,0.5893280944967505,0.4613057801737047,0.49815155856516824,0.47448850036208023,0.5271895199672783
MSFT,10,CatBoost,1230,0.5073170731707317,0.11734949323577912,0.6480076235629774,0.4504622756698228,0.602510476767727,0.46972148096092486,0.5660076591315445
MSFT,15,Random Forest,1230,0.49186991869918695,0.14511682712822943,0.6054139257212869,0.4885928785928786,0.5474843414726761,0.46481792869111416,0.5450955733780177
MSFT,15,XGBoost,1230,0.4878048780487805,0.11575020341602864,0.6236398746739462,0.4302059202059202,0.5872406502957517,0.4530510262762797,0.5142311441065364
MSFT,15,Gradient Boosting,1230,0.49593495934959353,0.1255038098726518,0.6056239133870713,0.4832732732732733,0.5289250422298012,0.47993654492323967,0.506983872744776
MSFT,15,LightGBM,1230,0.4739837398373984,0.14373468702835493,0.5816614890752823,0.4798670098670098,0.4960839309454041,0.4470073535495903,0.5002545913270141
MSFT,15,CatBoost,1230,0.46991869918699186,0.1042934485256883,0.6840701275461799,0.3851951951951952,0.6716045483687213,0.37311309753180133,0.5281312200962238
GOOGL,1,Random Forest,1230,0.669918699186992,0.04887524671606223,0.7047686034077136,0.7304562523772133,0.5773736572753124,0.7106492838526235,0.7196446258250588
GOOGL,1,XGBoost,1230,0.659349593495935,0.045658930348289314,0.7259305340259081,0.6937706237495788,0.6355357697729124,0.6934856665948753,0.7063964343132075
GOOGL,1,Gradient Boosting,1230,0.6235772357723578,0.05882943907357899,0.6963252299668279,0.6811212075091271,0.5828849927754851,0.6633296014682705,0.6680522021393014
GOOGL,1,LightGBM,1230,0.6333333333333333,0.0656173618666051,0.7042602897715927,0.6997206233919769,0.5891481899551205,0.6823070936172162,0.6880272885724389
GOOGL,1,CatBoost,1230,0.6796747967479675,0.04651941301112188,0.7165941942752971,0.720319043338681,0.602393175078322,0.7146929798265469,0.7188974616184455
GOOGL,2,Random Forest,1230,0.6276422764227643,0.054087958954406164,0.6698036881226266,0.6916667150464645,0.5281247587019111,0.672581468662011,0.658004592769181
GOOGL,2,XGBoost,1230,0.5878048780487806,0.04442626371484309,0.695242731941873,0.5842921634299525,0.6225312552189387,0.6050858536373986,0.6385227206622481
GOOGL,2,Gradient Boosting,1230,0.5634146341463415,0.0659288940901245,0.6495195926348049,0.6216637790970756,0.5254850066146517,0.60590206524642,0.6105721671565403
GOOGL,2,LightGBM,1230,0.5951219512195122,0.038185426230300405,0.6768833795589098,0.6511460742085878,0.5578006344515611,0.6412780288313988,0.6347020316451096
GOOGL,2,CatBoost,1230,0.6333333333333334,0.05383071660893282,0.6798675018384284,0.6827575461078086,0.5500550828216626,0.6738324778465821,0.6629047650992699
GOOGL,5,Random Forest,1230,0.5593495934959349,0.04545580731217678,0.6634100913953838,0.6069087198639712,0.5088752254486246,0.5984172211175156,0.5989335033237737
GOOGL,5,XGBoost,1230,0.5308943089430895,0.03904132423916412,0.6701154227173562,0.5895035213377213,0.500663221703787,0.5733441666904953,0.5926221080614411
GOOGL,5,Gradient Boosting,1230,0.5349593495934959,0.05700340859498571,0.6484657960203799,0.6393747749954535,0.4444156640768056,0.5995456770447132,0.5887129457925033
GOOGL,5,LightGBM,1230,0.5170731707317073,0.06774850945040538,0.641288757928332,0.6288407049992232,0.43104257811904134,0.5862268606248078,0.5859870170660539
GOOGL,5,CatBoost,1230,0.5739837398373984,0.03365892934062514,0.6883898601398601,0.6000255557446611,0.5546296230842525,0.6047978387445034,0.5959632136606905
GOOGL,10,Random Forest,1230,0.540650406504065,0.07321588489378489,0.6420146157942904,0.5833483703689952,0.5263990297397012,0.5584244486829615,0.5846710602448189
GOOGL,10,XGBoost,1230,0.5081300813008129,0.05941081595591905,0.6492711455211455,0.5552916256706333,0.4972202942715234,0.5221301633960037,0.5659265780334765
GOOGL,10,Gradient Boosting,1230,0.5016260162601627,0.07826021496656183,0.6064697464697465,0.5991873874542855,0.42707196946533765,0.5522083238156095,0.5632364009757895
GOOGL,10,LightGBM,1230,0.5260162601626017,0.061359226875164916,0.6413472555166267,0.5964784933261551,0.47315186815874766,0.563041311280518,0.5745293298345708
GOOGL,10,CatBoost,1230,0.5479674796747968,0.08240710724171421,0.5288548218937554,0.5370100123142801,0.583105597341976,0.522399178747662,0.600818763748382
GOOGL,15,Random Forest,1230,0.5479674796747969,0.08829283265195648,0.7080310863399344,0.6064168215501284,0.49372704022320396,0.5415258354394898,0.5761310779467869
GOOGL,15,XGBoost,1230,0.516260162601626,0.05691056910569106,0.6902363702034676,0.5609714804138778,0.4849149145824338,0.5167245544941623,0.5460198544738067
GOOGL,15,Gradient Boosting,1230,0.5097560975609756,0.09175112832303016,0.6325446134448558,0.5920705253008789,0.45896629007334155,0.5281540187738387,0.5324723756457176
GOOGL,15,LightGBM,1230,0.5260162601626016,0.1148501683668963,0.7017600792405071,0.6278579625224752,0.45796038573532183,0.5427648019136788,0.5675475171525143
GOOGL,15,CatBoost,1230,0.5455284552845528,0.07984054437197345,0.5091198184884459,0.5819276669152905,0.5156399951284862,0.5297956136477376,0.5573354670703182
NVDA,1,Random Forest,1230,0.6634146341463415,0.059266006401975914,0.7521823835338439,0.6509360885673827,0.6713129926599826,0.6960870048458302,0.7152014612162789
NVDA,1,XGBoost,1230,0.6365853658536584,0.06290182482564129,0.7345440249264131,0.6231390382005779,0.6556837931464736,0.6715913388995084,0.7060301311948958
NVDA,1,Gradient Boosting,1230,0.6235772357723577,0.07454003312163962,0.6984777036476604,0.6581426387151568,0.5719424272751603,0.6692299181453812,0.6712868250197545
NVDA,1,LightGBM,1230,0.6333333333333333,0.048262836031401066,0.7018816536865413,0.6973596816834581,0.5540972661213264,0.6915056849023118,0.6889174817275305
NVDA,1,CatBoost,1230,0.6723577235772358,0.042680991051729074,0.7595375145039573,0.6599987654086498,0.6727629223171538,0.7045956893724055,0.7274765793501572
NVDA,2,Random Forest,1230,0.6308943089430894,0.05954417373528635,0.7197355977365765,0.6408455798577695,0.6198062558356676,0.6737860619820932,0.6779431920172319
NVDA,2,XGBoost,1230,0.6032520325203252,0.06834105913387807,0.7065456789784924,0.5958303645398024,0.6311367880485528,0.6381032015120326,0.663328757235196
NVDA,2,Gradient Boosting,1230,0.5934959349593496,0.06524358584630531,0.6744473008919616,0.6483339163466275,0.523015873015873,0.6476488873804334,0.6306996558980629
NVDA,2,LightGBM,1230,0.6089430894308944,0.05060281729949739,0.6920203020402406,0.6572808552548495,0.5603104575163399,0.664656486348435,0.6625447197274368
NVDA,2,CatBoost,1230,0.6406504065040651,0.05815139753576479,0.7387357250034475,0.6176733112874155,0.6638095238095237,0.6716576411059527,0.6970077524730997
NVDA,5,Random Forest,1230,0.5552845528455285,0.08079517560198272,0.6664468864468864,0.5718826012716602,0.5468990164690459,0.605151110480086,0.5976375618721748
NVDA,5,XGBoost,1230,0.5373983739837398,0.09645031756476959,0.6505511463163745,0.5245171768714418,0.5749916909266698,0.5623324347119505,0.5853462377732651
NVDA,5,Gradient Boosting,1230,0.5479674796747969,0.09109319834425561,0.6571880281188829,0.5977556271486059,0.5009207658688177,0.610165326301209,0.5662700692410035
NVDA,5,LightGBM,1230,0.5439024390243903,0.07140600004080157,0.6419032020185714,0.599558187821185,0.4701224605283432,0.6078416111007267,0.584940900112473
NVDA,5,CatBoost,1230,0.573170731707317,0.08523024459172601,0.6988546096901058,0.5399088415261065,0.6287012540295447,0.6054452079028451,0.619517575143197
NVDA,10,Random Forest,1230,0.48130081300813005,0.09919365564713539,0.5942724998853436,0.5455457247489014,0.42742234272001467,0.5415729930451003,0.4903711944573329
NVDA,10,XGBoost,1230,0.4536585365853658,0.08552443651877159,0.5799952195234729,0.5014335161643135,0.42967345608528235,0.5030957381560551,0.46420145466122353
NVDA,10,Gradient Boosting,1230,0.48455284552845523,0.07350420847021599,0.6116195803669253,0.569193163885662,0.38544489642778246,0.5505825508350316,0.48548381209170677
NVDA,10,LightGBM,1230,0.46585365853658545,0.09822268819862737,0.5729014920710801,0.601915491083594,0.2793359436005422,0.5674819364668162,0.453667694477922
NVDA,10,CatBoost,1230,0.47317073170731705,0.1104195545288116,0.5944882656840776,0.48138620272104615,0.4981557356718098,0.511118174982562,0.49769584810664635
NVDA,15,Random Forest,1230,0.41626016260162596,0.11662062489132427,0.5330792036563892,0.5284327214989236,0.3066069026075523,0.488581291645844,0.3741817302154219
NVDA,15,XGBoost,1230,0.4308943089430894,0.10625241790376937,0.5852216061265301,0.4769885342707642,0.36982132123140754,0.46912751410257264,0.4105012301936274
NVDA,15,Gradient Boosting,1230,0.4504065040650406,0.11933231305306519,0.5692742435267272,0.5301630811038477,0.348763452723822,0.5112017191988013,0.4117246491288098
NVDA,15,LightGBM,1230,0.4333333333333334,0.08934215848986114,0.5652239805931739,0.5098406201890523,0.3736482608494736,0.4624731110206916,0.44228310934023635
NVDA,15,CatBoost,1230,0.4130081300813008,0.08571743319087613,0.5515001003463234,0.5133079761999623,0.34597798272739394,0.49010700075720315,0.37529644506121496
META,1,Random Forest,1230,0.6780487804878049,0.04396262060031144,0.7250936124023009,0.7282809766657465,0.5901950282174617,0.7230804584280861,0.6972777457151154
META,1,XGBoost,1230,0.6528455284552847,0.04360028513103063,0.7310124546528673,0.6643509387571951,0.6326584590008429,0.6879975548328134,0.67273123150788
META,1,Gradient Boosting,1230,0.6260162601626016,0.0904597141183813,0.7249781805525808,0.624228691937392,0.6364961691951342,0.6435638935705317,0.6588850927221468
META,1,LightGBM,1230,0.6723577235772358,0.03801193407336896,0.7234860293053462,0.7143835066329877,0.5923485040738533,0.7157593983379211,0.6770985392364322
META,1,CatBoost,1230,0.697560975609756,0.04427723188354508,0.7459145157642195,0.7248625140469737,0.6173221899271042,0.7349393215055697,0.7092032599674337
META,2,Random Forest,1230,0.6504065040650406,0.05453824335365341,0.7134528543772386,0.6842994046298431,0.5923162081587481,0.6900479561656233,0.6597265740416292
META,2,XGBoost,1230,0.5934959349593496,0.07587591931915513,0.6885699834024894,0.5905657535625165,0.6031247402880033,0.6146942550605148,0.6259866284470589
META,2,Gradient Boosting,1230,0.591869918699187,0.1090340598223105,0.6887765832290049,0.5901723988816208,0.5996129349371175,0.5984887601498755,0.607166055428278
META,2,LightGBM,1230,0.6235772357723577,0.06005263516298991,0.6886239899215879,0.6664017619806748,0.5566565023299763,0.6667767492931931,0.6412768679875412
META,2,CatBoost,1230,0.6577235772357722,0.04736426557277889,0.7081223326663901,0.6961620758327648,0.5684374470441873,0.7001393050372651,0.6610384656215065
META,5,Random Forest,1230,0.5219512195121951,0.11011984290028465,0.619888537921485,0.5163704493457014,0.5211957671957672,0.5274185632289301,0.5563041490492217
META,5,XGBoost,1230,0.5065040650406504,0.08544711579369914,0.6137432273073231,0.534587495492822,0.4763516962340491,0.516681100095054,0.5133058748064542
META,5,Gradient Boosting,1230,0.4813008130081301,0.042135474861300606,0.634778287702875,0.49862882073078507,0.4804481792717087,0.500584682474013,0.5094945027668202
META,5,LightGBM,1230,0.49105691056910566,0.06971989129924666,0.6005425328025946,0.5712848887484883,0.3956688453159042,0.5439470543972635,0.5308350760915014
META,5,CatBoost,1230,0.5414634146341463,0.0800472462773828,0.6406166673629741,0.5365293612730504,0.523088079676315,0.5464396563135399,0.5559077126354532
META,10,Random Forest,1230,0.4959349593495935,0.1161207874559813,0.595633546121279,0.5014418160676691,0.5003629666925498,0.48195477134978104,0.5256188601763164
META,10,XGBoost,1230,0.5146341463414634,0.11172873488478983,0.6896773755114938,0.5601538436527396,0.4251700903549267,0.5164237095495436,0.49992985664736345
META,10,Gradient Boosting,1230,0.4691056910569106,0.07546537486746206,0.5986047926532437,0.48853551387401295,0.4612860383815841,0.4797940840314873,0.47195469831485004
META,10,LightGBM,1230,0.4926829268292683,0.10884597054425729,0.6798531032215037,0.5838625265416605,0.37545789898038545,0.5189897766367864,0.5238675106404429
META,10,CatBoost,1230,0.4853658536585367,0.1161663160942553,0.6784642083320497,0.4635274200219883,0.5410509141330898,0.4369776492623349,0.5348737383310445
META,15,Random Forest,1230,0.4821138211382114,0.08974814386816633,0.713875622126918,0.5155743642875666,0.48968129571577845,0.4934748585545446,0.5338413110354948
META,15,XGBoost,1230,0.483739837398374,0.1000363474164034,0.7081519023321277,0.5171285901322058,0.4587878787878788,0.4962850887678637,0.4899782244366648
META,15,Gradient Boosting,1230,0.45934959349593496,0.06927287285899446,0.6832721697861676,0.48161357750978623,0.5041901776384535,0.47196122586800077,0.4903257216543704
META,15,LightGBM,1230,0.4772357723577236,0.1073232321464991,0.6956912455988751,0.5346206500959898,0.4189846743295019,0.4974630865286781,0.5165597909060657
META,15,CatBoost,1230,0.45447154471544715,0.0929606451073066,0.7005008977487224,0.43035857490692947,0.5436206896551724,0.42041890598493403,0.49488746221725943
TSLA,1,Random Forest,1230,0.7162601626016261,0.042354524480101144,0.715706973534268,0.7216714218558764,0.6692180082110049,0.7155882614802882,0.7685150412237334
TSLA,1,XGBoost,1230,0.7105691056910569,0.04651941301112184,0.7187472552725367,0.7136487526565645,0.6743200652873909,0.7098477069252692,0.7718580459115822
TSLA,1,Gradient Boosting,1230,0.6869918699186991,0.061326901351694676,0.7034566237618518,0.7258216940420182,0.6241121722967936,0.7000913626058332,0.7434479147339579
TSLA,1,LightGBM,1230,0.7008130081300813,0.06557705635797004,0.7084939263675436,0.7108060689526707,0.6691687239706935,0.7010475781986566,0.7536262333097916
TSLA,1,CatBoost,1230,0.7089430894308942,0.04793301779832087,0.7114936742067328,0.7059646230830682,0.6807939429327197,0.7055645812477938,0.7699828841972993
