entry_date,exit_date,position,gross_return,net_return,gross_equity,net_equity,ticker,model,horizon,cost_bps,strategy
2020-03-12,2020-03-13,1,0.11980826654731591,0.11980826654731591,1.5361053885694007,1.5361053885694007,AAPL,LightGBM,1,0.0,sign
2020-03-13,2020-03-16,-1,0.12864695596573805,0.12864695596573805,1.7337206708514212,1.7337206708514212,AAPL,LightGBM,1,0.0,sign
2020-03-16,2020-03-17,1,0.04397008216537346,0.04397008216537346,1.8099525112005646,1.8099525112005646,AAPL,LightGBM,1,0.0,sign
2020-03-17,2020-03-18,1,-0.024479958975183402,-0.024479958975183402,1.7656449479793446,1.7656449479793446,AAPL,LightGBM,1,0.0,sign
2020-03-18,2020-03-19,-1,0.007662056203340817,0.007662056203340817,1.7791734188059072,1.7791734188059072,AAPL,LightGBM,1,0.0,sign
2020-03-19,2020-03-20,1,-0.06348555177559367,-0.06348555177559367,1.6662216126085447,1.6662216126085447,AAPL,LightGBM,1,0.0,sign
2020-03-20,2020-03-23,1,-0.02124415572883842,-0.02124415572883842,1.6308241411915325,1.6308241411915325,AAPL,LightGBM,1,0.0,sign
2020-03-23,2020-03-24,-1,-0.10032540114763622,-0.10032540114763622,1.4672110550252426,1.4672110550252426,AAPL,LightGBM,1,0.0,sign
2020-03-24,2020-03-25,1,-0.0055087515531973,-0.0055087515531973,1.459128553847004,1.459128553847004,AAPL,LightGBM,1,0.0,sign
2020-03-25,2020-03-26,1,0.052622995862315225,0.052622995862315225,1.5359122696986809,1.5359122696986809,AAPL,LightGBM,1,0.0,sign
2020-03-26,2020-03-27,1,-0.04140224751262378,-0.04140224751262378,1.4723220497509404,1.4723220497509404,AAPL,LightGBM,1,0.0,sign
2020-03-27,2020-03-30,1,0.028537950709074167,0.028537950709074167,1.5143391038346157,1.5143391038346157,AAPL,LightGBM,1,0.0,sign
