ticker,outer_fold,window,model,accuracy,precision,recall,specificity,f1,auc,n_test,scope,n_test_total
AAPL,0,5,XGBoost,0.5673469387755102,0.6477987421383647,0.673202614379085,0.391304347826087,0.6602564102564102,0.5866723500994601,245.0,per_fold,
AAPL,0,5,Random Forest,0.5918367346938775,0.6687898089171974,0.6862745098039216,0.43478260869565216,0.6774193548387096,0.559462915601023,245.0,per_fold,
AAPL,0,5,LightGBM,0.5714285714285714,0.66,0.6470588235294118,0.44565217391304346,0.6534653465346535,0.5588235294117647,245.0,per_fold,
AAPL,1,5,XGBoost,0.5183673469387755,0.5821917808219178,0.5985915492957746,0.4077669902912621,0.5902777777777778,0.5209900177765623,245.0,per_fold,
AAPL,1,5,Random Forest,0.6040816326530613,0.6203208556149733,0.8169014084507042,0.3106796116504854,0.7051671732522796,0.5624914535758239,245.0,per_fold,
AAPL,1,5,LightGBM,0.5428571428571428,0.6071428571428571,0.5985915492957746,0.46601941747572817,0.6028368794326241,0.5234855736359907,245.0,per_fold,
AAPL,2,5,XGBoost,0.4448979591836735,0.4349775784753363,0.9065420560747663,0.08695652173913043,0.5878787878787879,0.5377556548828388,245.0,per_fold,
AAPL,2,5,Random Forest,0.40816326530612246,0.41284403669724773,0.8411214953271028,0.07246376811594203,0.5538461538461539,0.4742990654205608,245.0,per_fold,
AAPL,2,5,LightGBM,0.44081632653061226,0.42857142857142855,0.8411214953271028,0.13043478260869565,0.5678233438485805,0.5330827576865772,245.0,per_fold,
AAPL,3,5,XGBoost,0.45714285714285713,0.5959595959595959,0.3881578947368421,0.5698924731182796,0.4701195219123506,0.4871250707413695,245.0,per_fold,
AAPL,3,5,Random Forest,0.5428571428571428,0.631578947368421,0.631578947368421,0.3978494623655914,0.631578947368421,0.4562818336162988,245.0,per_fold,
AAPL,3,5,LightGBM,0.4122448979591837,0.5425531914893617,0.3355263157894737,0.5376344086021505,0.4146341463414634,0.4914402942840973,245.0,per_fold,
AAPL,4,5,XGBoost,0.4,0.5,0.2789115646258503,0.5816326530612245,0.35807860262008734,0.42551714563376375,245.0,per_fold,
AAPL,4,5,Random Forest,0.4326530612244898,0.5392156862745098,0.3741496598639456,0.5204081632653061,0.44176706827309237,0.4507843953908094,245.0,per_fold,
AAPL,4,5,LightGBM,0.42857142857142855,0.5315315315315315,0.4013605442176871,0.46938775510204084,0.4573643410852713,0.4283631820074969,245.0,per_fold,
AAPL,ALL,5,XGBoost,0.4775510204081633,0.5430183356840621,0.5492154065620543,0.3816793893129771,0.5460992907801419,0.4610194269908854,,pooled,1225.0
AAPL,ALL,5,Random Forest,0.5159183673469387,0.5661764705882353,0.6590584878744651,0.3244274809160305,0.6090969017798286,0.48347644041772386,,pooled,1225.0
AAPL,ALL,5,LightGBM,0.4791836734693877,0.5446808510638298,0.5477888730385164,0.38740458015267176,0.5462304409672831,0.471452995175921,,pooled,1225.0
