ticker,horizon,model,n,accuracy,ci_lower,ci_upper,alpha,block_size,autocorr_lag1,n_boot,balanced_accuracy,base_rate_pos,brier,brier_skill_score
AAPL,1,CatBoost,737,0.49118046132971505,0.4491180461329715,0.5332428765264586,0.05,9,0.04313204062788547,4000,0.49916045328125924,0.5332428765264586,0.2826374353609157,-0.13556936155655075
AAPL,1,LightGBM,737,0.4966078697421981,0.4599728629579376,0.5345997286295794,0.05,9,-0.04898275671085192,4000,0.5020748269128351,0.5332428765264586,0.31496697873581375,-0.2654617053742323
AAPL,1,Random Forest,737,0.4789687924016282,0.44097693351424694,0.5183175033921302,0.05,9,-0.01278409090909093,4000,0.48897863778921835,0.5332428765264586,0.25941045468458473,-0.04224892937874447
AAPL,1,XGBoost,737,0.5183175033921302,0.4816824966078697,0.5549525101763908,0.05,9,-0.04478207829655107,4000,0.5262367595715722,0.5332428765264586,0.2587987035326935,-0.0397910601156104
